Calendar_Year,Month,Policing_District,Incident_Count
2012,Oct,Armagh City Banbridge & Craigavon,515
2012,Oct,Mid Ulster,484
2012,Oct,Fermanagh & Omagh,385
2012,Oct,Derry City & Strabane,582
2012,Oct,Causeway Coast & Glens,527
2012,Oct,Mid & East Antrim,400
2012,Oct,Antrim & Newtownabbey,512
2012,Oct,No Policing District Assigned,0
2012,Nov,Northern Ireland,4496
2012,Nov,Belfast City,1320
2012,Nov,Lisburn & Castlereagh City,227
2012,Nov,Ards & North Down,349
2012,Nov,Newry Mourne & Down,249
2012,Nov,Armagh City Banbridge & Craigavon,377
2012,Nov,Mid Ulster,276
2012,Nov,Fermanagh & Omagh,237
2012,Nov,Derry City & Strabane,485
2012,Nov,Causeway Coast & Glens,345
2012,Nov,Mid & East Antrim,270
2012,Nov,Antrim & Newtownabbey,361
2012,Nov,No Policing District Assigned,0
2012,Dec,Northern Ireland,4363
2012,Dec,Belfast City,1401
2012,Dec,Lisburn & Castlereagh City,192
2012,Dec,Ards & North Down,300
2012,Dec,Newry Mourne & Down,270
2012,Dec,Armagh City Banbridge & Craigavon,383
2012,Dec,Mid Ulster,243
2012,Dec,Fermanagh & Omagh,267
2012,Dec,Derry City & Strabane,425
2012,Dec,Causeway Coast & Glens,358
2012,Dec,Mid & East Antrim,244
2012,Dec,Antrim & Newtownabbey,280
2012,Dec,No Policing District Assigned,0
2013,Jan,Northern Ireland,4772
2013,Jan,Belfast City,1397
2013,Jan,Lisburn & Castlereagh City,260
2013,Jan,Ards & North Down,388
2013,Jan,Newry Mourne & Down,333
2013,Jan,Armagh City Banbridge & Craigavon,358
2013,Jan,Mid Ulster,274
2013,Jan,Fermanagh & Omagh,231
2013,Jan,Derry City & Strabane,494
2013,Jan,Causeway Coast & Glens,363
2013,Jan,Mid & East Antrim,288
2013,Jan,Antrim & Newtownabbey,386
2013,Jan,No Policing District Assigned,0
2013,Feb,Northern Ireland,4682
2013,Feb,Belfast City,1447
2013,Feb,Lisburn & Castlereagh City,200
2013,Feb,Ards & North Down,376
2013,Feb,Newry Mourne & Down,305
2013,Feb,Armagh City Banbridge & Craigavon,410
2013,Feb,Mid Ulster,233
2013,Feb,Fermanagh & Omagh,269
2013,Feb,Derry City & Strabane,453
2013,Feb,Causeway Coast & Glens,358
2013,Feb,Mid & East Antrim,283
2013,Feb,Antrim & Newtownabbey,348
2013,Feb,No Policing District Assigned,0
2013,Mar,Northern Ireland,4950
2013,Mar,Belfast City,1574
2013,Mar,Lisburn & Castlereagh City,241
2013,Mar,Ards & North Down,349
2013,Mar,Newry Mourne & Down,355
2013,Mar,Armagh City Banbridge & Craigavon,455
2013,Mar,Mid Ulster,275
2013,Mar,Fermanagh & Omagh,225
2013,Mar,Derry City & Strabane,448
2013,Mar,Causeway Coast & Glens,352
2013,Mar,Mid & East Antrim,295
2013,Mar,Antrim & Newtownabbey,381
2013,Mar,No Policing District Assigned,0
2013,Apr,Northern Ireland,5162
2013,Apr,Belfast City,1594
2013,Apr,Lisburn & Castlereagh City,233
2013,Apr,Ards & North Down,413
2013,Apr,Newry Mourne & Down,357
2013,Apr,Armagh City Banbridge & Craigavon,453
2013,Apr,Mid Ulster,277
2013,Apr,Fermanagh & Omagh,264
2013,Apr,Derry City & Strabane,478
2013,Apr,Causeway Coast & Glens,386
2013,Apr,Mid & East Antrim,304
2013,Apr,Antrim & Newtownabbey,403
2013,Apr,No Policing District Assigned,0
2013,May,Northern Ireland,5231
2013,May,Belfast City,1652
2013,May,Lisburn & Castlereagh City,233
2013,May,Ards & North Down,406
2013,May,Newry Mourne & Down,377
2013,May,Armagh City Banbridge & Craigavon,452
2013,May,Mid Ulster,270
2013,May,Fermanagh & Omagh,290
2013,May,Derry City & Strabane,487
2013,May,Causeway Coast & Glens,377
2013,May,Mid & East Antrim,317
2013,May,Antrim & Newtownabbey,370
2013,May,No Policing District Assigned,0
2013,Jun,Northern Ireland,6142
2013,Jun,Belfast City,2023
2013,Jun,Lisburn & Castlereagh City,311
2013,Jun,Ards & North Down,549
2013,Jun,Newry Mourne & Down,412
2013,Jun,Armagh City Banbridge & Craigavon,560
2013,Jun,Mid Ulster,299
2013,Jun,Fermanagh & Omagh,284
2013,Jun,Derry City & Strabane,530
2013,Jun,Causeway Coast & Glens,383
2013,Jun,Mid & East Antrim,359
2013,Jun,Antrim & Newtownabbey,432
2013,Jun,No Policing District Assigned,0
2013,Jul,Northern Ireland,6932
2013,Jul,Belfast City,2051
2013,Jul,Lisburn & Castlereagh City,346
2013,Jul,Ards & North Down,596
2013,Jul,Newry Mourne & Down,555
2013,Jul,Armagh City Banbridge & Craigavon,616
2013,Jul,Mid Ulster,361
2013,Jul,Fermanagh & Omagh,369
2013,Jul,Derry City & Strabane,616
2013,Jul,Causeway Coast & Glens,492
2013,Jul,Mid & East Antrim,432
2013,Jul,Antrim & Newtownabbey,498
2013,Jul,No Policing District Assigned,0
2013,Aug,Northern Ireland,6227
2013,Aug,Belfast City,1905
2013,Aug,Lisburn & Castlereagh City,359
2013,Aug,Ards & North Down,529
2013,Aug,Newry Mourne & Down,434
2013,Aug,Armagh City Banbridge & Craigavon,566
2013,Aug,Mid Ulster,365
2013,Aug,Fermanagh & Omagh,316
2013,Aug,Derry City & Strabane,503
2013,Aug,Causeway Coast & Glens,478
2013,Aug,Mid & East Antrim,372
2013,Aug,Antrim & Newtownabbey,400
2013,Aug,No Policing District Assigned,0
2013,Sep,Northern Ireland,5228
2013,Sep,Belfast City,1583
2013,Sep,Lisburn & Castlereagh City,288
2013,Sep,Ards & North Down,453
2013,Sep,Newry Mourne & Down,374
2013,Sep,Armagh City Banbridge & Craigavon,408
2013,Sep,Mid Ulster,314
2013,Sep,Fermanagh & Omagh,238
2013,Sep,Derry City & Strabane,533
2013,Sep,Causeway Coast & Glens,336
2013,Sep,Mid & East Antrim,358
2013,Sep,Antrim & Newtownabbey,343
2013,Sep,No Policing District Assigned,0
2013,Oct,Northern Ireland,5387
2013,Oct,Belfast City,1664
2013,Oct,Lisburn & Castlereagh City,297
2013,Oct,Ards & North Down,481
2013,Oct,Newry Mourne & Down,402
2013,Oct,Armagh City Banbridge & Craigavon,505
2013,Oct,Mid Ulster,344
2013,Oct,Fermanagh & Omagh,277
2013,Oct,Derry City & Strabane,450
2013,Oct,Causeway Coast & Glens,344
2013,Oct,Mid & East Antrim,263
2013,Oct,Antrim & Newtownabbey,360
2013,Oct,No Policing District Assigned,0
2013,Nov,Northern Ireland,4013
2013,Nov,Belfast City,1260
2013,Nov,Lisburn & Castlereagh City,244
2013,Nov,Ards & North Down,378
2013,Nov,Newry Mourne & Down,251
2013,Nov,Armagh City Banbridge & Craigavon,348
2013,Nov,Mid Ulster,223
2013,Nov,Fermanagh & Omagh,218
2013,Nov,Derry City & Strabane,313
2013,Nov,Causeway Coast & Glens,267
2013,Nov,Mid & East Antrim,226
2013,Nov,Antrim & Newtownabbey,285
2013,Nov,No Policing District Assigned,0
2013,Dec,Northern Ireland,3962
2013,Dec,Belfast City,1341
2013,Dec,Lisburn & Castlereagh City,214
2013,Dec,Ards & North Down,301
2013,Dec,Newry Mourne & Down,290
2013,Dec,Armagh City Banbridge & Craigavon,344
2013,Dec,Mid Ulster,233
2013,Dec,Fermanagh & Omagh,191
2013,Dec,Derry City & Strabane,370
2013,Dec,Causeway Coast & Glens,249
2013,Dec,Mid & East Antrim,214
2013,Dec,Antrim & Newtownabbey,215
2013,Dec,No Policing District Assigned,0
2014,Jan,Northern Ireland,3865
2014,Jan,Belfast City,1235
2014,Jan,Lisburn & Castlereagh City,209
2014,Jan,Ards & North Down,315
2014,Jan,Newry Mourne & Down,298
2014,Jan,Armagh City Banbridge & Craigavon,347
2014,Jan,Mid Ulster,215
2014,Jan,Fermanagh & Omagh,179
2014,Jan,Derry City & Strabane,344
2014,Jan,Causeway Coast & Glens,247
2014,Jan,Mid & East Antrim,215
2014,Jan,Antrim & Newtownabbey,261
2014,Jan,No Policing District Assigned,0
2014,Feb,Northern Ireland,3811
2014,Feb,Belfast City,1245
2014,Feb,Lisburn & Castlereagh City,182
2014,Feb,Ards & North Down,323
2014,Feb,Newry Mourne & Down,258
2014,Feb,Armagh City Banbridge & Craigavon,343
2014,Feb,Mid Ulster,212
2014,Feb,Fermanagh & Omagh,167
2014,Feb,Derry City & Strabane,358
2014,Feb,Causeway Coast & Glens,258
2014,Feb,Mid & East Antrim,223
2014,Feb,Antrim & Newtownabbey,242
2014,Feb,No Policing District Assigned,0
2014,Mar,Northern Ireland,4746
2014,Mar,Belfast City,1543
2014,Mar,Lisburn & Castlereagh City,226
2014,Mar,Ards & North Down,371
2014,Mar,Newry Mourne & Down,317
2014,Mar,Armagh City Banbridge & Craigavon,451
2014,Mar,Mid Ulster,239
2014,Mar,Fermanagh & Omagh,225
2014,Mar,Derry City & Strabane,394
2014,Mar,Causeway Coast & Glens,332
2014,Mar,Mid & East Antrim,300
2014,Mar,Antrim & Newtownabbey,348
2014,Mar,No Policing District Assigned,0
2014,Apr,Northern Ireland,5607
2014,Apr,Belfast City,1650
2014,Apr,Lisburn & Castlereagh City,332
2014,Apr,Ards & North Down,516
2014,Apr,Newry Mourne & Down,348
2014,Apr,Armagh City Banbridge & Craigavon,577
2014,Apr,Mid Ulster,274
2014,Apr,Fermanagh & Omagh,252
2014,Apr,Derry City & Strabane,512
2014,Apr,Causeway Coast & Glens,346
2014,Apr,Mid & East Antrim,382
2014,Apr,Antrim & Newtownabbey,418
2014,Apr,No Policing District Assigned,0
2014,May,Northern Ireland,5549
2014,May,Belfast City,1593
2014,May,Lisburn & Castlereagh City,349
2014,May,Ards & North Down,488
2014,May,Newry Mourne & Down,370
2014,May,Armagh City Banbridge & Craigavon,574
2014,May,Mid Ulster,267
2014,May,Fermanagh & Omagh,259
2014,May,Derry City & Strabane,486
2014,May,Causeway Coast & Glens,417
2014,May,Mid & East Antrim,363
2014,May,Antrim & Newtownabbey,383
2014,May,No Policing District Assigned,0
2014,Jun,Northern Ireland,6093
2014,Jun,Belfast City,1813
2014,Jun,Lisburn & Castlereagh City,349
2014,Jun,Ards & North Down,553
2014,Jun,Newry Mourne & Down,449
2014,Jun,Armagh City Banbridge & Craigavon,624
2014,Jun,Mid Ulster,351
2014,Jun,Fermanagh & Omagh,261
2014,Jun,Derry City & Strabane,484
2014,Jun,Causeway Coast & Glens,421
2014,Jun,Mid & East Antrim,337
2014,Jun,Antrim & Newtownabbey,451
2014,Jun,No Policing District Assigned,0
2014,Jul,Northern Ireland,6641
2014,Jul,Belfast City,1883
2014,Jul,Lisburn & Castlereagh City,343
2014,Jul,Ards & North Down,671
2014,Jul,Newry Mourne & Down,522
2014,Jul,Armagh City Banbridge & Craigavon,688
2014,Jul,Mid Ulster,356
2014,Jul,Fermanagh & Omagh,300
2014,Jul,Derry City & Strabane,529
2014,Jul,Causeway Coast & Glens,469
2014,Jul,Mid & East Antrim,413
2014,Jul,Antrim & Newtownabbey,467
2014,Jul,No Policing District Assigned,0
2014,Aug,Northern Ireland,5687
2014,Aug,Belfast City,1641
2014,Aug,Lisburn & Castlereagh City,311
2014,Aug,Ards & North Down,505
2014,Aug,Newry Mourne & Down,474
2014,Aug,Armagh City Banbridge & Craigavon,487
2014,Aug,Mid Ulster,309
2014,Aug,Fermanagh & Omagh,277
2014,Aug,Derry City & Strabane,499
2014,Aug,Causeway Coast & Glens,384
2014,Aug,Mid & East Antrim,351
2014,Aug,Antrim & Newtownabbey,449
2014,Aug,No Policing District Assigned,0
2014,Sep,Northern Ireland,5638
2014,Sep,Belfast City,1819
2014,Sep,Lisburn & Castlereagh City,309
2014,Sep,Ards & North Down,498
2014,Sep,Newry Mourne & Down,418
2014,Sep,Armagh City Banbridge & Craigavon,470
2014,Sep,Mid Ulster,272
2014,Sep,Fermanagh & Omagh,267
2014,Sep,Derry City & Strabane,472
2014,Sep,Causeway Coast & Glens,331
2014,Sep,Mid & East Antrim,328
2014,Sep,Antrim & Newtownabbey,454
2014,Sep,No Policing District Assigned,0
2014,Oct,Northern Ireland,5274
2014,Oct,Belfast City,1506
2014,Oct,Lisburn & Castlereagh City,291
2014,Oct,Ards & North Down,439
2014,Oct,Newry Mourne & Down,459
2014,Oct,Armagh City Banbridge & Craigavon,474
2014,Oct,Mid Ulster,348
2014,Oct,Fermanagh & Omagh,305
2014,Oct,Derry City & Strabane,439
2014,Oct,Causeway Coast & Glens,312
2014,Oct,Mid & East Antrim,322
2014,Oct,Antrim & Newtownabbey,379
2014,Oct,No Policing District Assigned,0
2014,Nov,Northern Ireland,4046
2014,Nov,Belfast City,1193
2014,Nov,Lisburn & Castlereagh City,231
2014,Nov,Ards & North Down,330
2014,Nov,Newry Mourne & Down,289
2014,Nov,Armagh City Banbridge & Craigavon,409
2014,Nov,Mid Ulster,225
2014,Nov,Fermanagh & Omagh,224
2014,Nov,Derry City & Strabane,321
2014,Nov,Causeway Coast & Glens,276
2014,Nov,Mid & East Antrim,260
2014,Nov,Antrim & Newtownabbey,288
2014,Nov,No Policing District Assigned,0
2014,Dec,Northern Ireland,3934
2014,Dec,Belfast City,1234
2014,Dec,Lisburn & Castlereagh City,225
2014,Dec,Ards & North Down,355
2014,Dec,Newry Mourne & Down,304
2014,Dec,Armagh City Banbridge & Craigavon,356
2014,Dec,Mid Ulster,227
2014,Dec,Fermanagh & Omagh,200
2014,Dec,Derry City & Strabane,312
2014,Dec,Causeway Coast & Glens,208
2014,Dec,Mid & East Antrim,240
2014,Dec,Antrim & Newtownabbey,273
2014,Dec,No Policing District Assigned,0
2015,Jan,Northern Ireland,4046
2015,Jan,Belfast City,1188
2015,Jan,Lisburn & Castlereagh City,245
2015,Jan,Ards & North Down,369
2015,Jan,Newry Mourne & Down,312
2015,Jan,Armagh City Banbridge & Craigavon,359
2015,Jan,Mid Ulster,229
2015,Jan,Fermanagh & Omagh,164
2015,Jan,Derry City & Strabane,320
2015,Jan,Causeway Coast & Glens,286
2015,Jan,Mid & East Antrim,250
2015,Jan,Antrim & Newtownabbey,324
2015,Jan,No Policing District Assigned,0
2015,Feb,Northern Ireland,3902
2015,Feb,Belfast City,1230
2015,Feb,Lisburn & Castlereagh City,199
2015,Feb,Ards & North Down,324
2015,Feb,Newry Mourne & Down,291
2015,Feb,Armagh City Banbridge & Craigavon,384
2015,Feb,Mid Ulster,193
2015,Feb,Fermanagh & Omagh,151
2015,Feb,Derry City & Strabane,325
2015,Feb,Causeway Coast & Glens,263
2015,Feb,Mid & East Antrim,275
2015,Feb,Antrim & Newtownabbey,267
2015,Feb,No Policing District Assigned,0
2015,Mar,Northern Ireland,4565
2015,Mar,Belfast City,1517
2015,Mar,Lisburn & Castlereagh City,246
2015,Mar,Ards & North Down,414
2015,Mar,Newry Mourne & Down,324
2015,Mar,Armagh City Banbridge & Craigavon,387
2015,Mar,Mid Ulster,252
2015,Mar,Fermanagh & Omagh,181
2015,Mar,Derry City & Strabane,378
2015,Mar,Causeway Coast & Glens,281
2015,Mar,Mid & East Antrim,262
2015,Mar,Antrim & Newtownabbey,323
2015,Mar,No Policing District Assigned,0
2015,Apr,Northern Ireland,5158
2015,Apr,Belfast City,1613
2015,Apr,Lisburn & Castlereagh City,301
2015,Apr,Ards & North Down,505
2015,Apr,Newry Mourne & Down,352
2015,Apr,Armagh City Banbridge & Craigavon,476
2015,Apr,Mid Ulster,252
2015,Apr,Fermanagh & Omagh,236
2015,Apr,Derry City & Strabane,396
2015,Apr,Causeway Coast & Glens,318
2015,Apr,Mid & East Antrim,341
2015,Apr,Antrim & Newtownabbey,368
2015,Apr,No Policing District Assigned,0
2015,May,Northern Ireland,5017
2015,May,Belfast City,1522
2015,May,Lisburn & Castlereagh City,286
2015,May,Ards & North Down,501
2015,May,Newry Mourne & Down,382
2015,May,Armagh City Banbridge & Craigavon,422
2015,May,Mid Ulster,277
2015,May,Fermanagh & Omagh,228
2015,May,Derry City & Strabane,415
2015,May,Causeway Coast & Glens,313
2015,May,Mid & East Antrim,323
2015,May,Antrim & Newtownabbey,348
2015,May,No Policing District Assigned,0
2015,Jun,Northern Ireland,5397
2015,Jun,Belfast City,1621
2015,Jun,Lisburn & Castlereagh City,306
2015,Jun,Ards & North Down,527
2015,Jun,Newry Mourne & Down,374
2015,Jun,Armagh City Banbridge & Craigavon,496
2015,Jun,Mid Ulster,254
2015,Jun,Fermanagh & Omagh,218
2015,Jun,Derry City & Strabane,386
2015,Jun,Causeway Coast & Glens,341
2015,Jun,Mid & East Antrim,378
2015,Jun,Antrim & Newtownabbey,496
2015,Jun,No Policing District Assigned,0
2015,Jul,Northern Ireland,5416
2015,Jul,Belfast City,1635
2015,Jul,Lisburn & Castlereagh City,298
2015,Jul,Ards & North Down,513
2015,Jul,Newry Mourne & Down,444
2015,Jul,Armagh City Banbridge & Craigavon,530
2015,Jul,Mid Ulster,271
2015,Jul,Fermanagh & Omagh,227
2015,Jul,Derry City & Strabane,425
2015,Jul,Causeway Coast & Glens,363
2015,Jul,Mid & East Antrim,316
2015,Jul,Antrim & Newtownabbey,394
2015,Jul,No Policing District Assigned,0
2015,Aug,Northern Ireland,5652
2015,Aug,Belfast City,1733
2015,Aug,Lisburn & Castlereagh City,321
2015,Aug,Ards & North Down,523
2015,Aug,Newry Mourne & Down,447
2015,Aug,Armagh City Banbridge & Craigavon,497
2015,Aug,Mid Ulster,257
2015,Aug,Fermanagh & Omagh,225
2015,Aug,Derry City & Strabane,458
2015,Aug,Causeway Coast & Glens,394
2015,Aug,Mid & East Antrim,350
2015,Aug,Antrim & Newtownabbey,447
2015,Aug,No Policing District Assigned,0
2015,Sep,Northern Ireland,5124
2015,Sep,Belfast City,1551
2015,Sep,Lisburn & Castlereagh City,307
2015,Sep,Ards & North Down,441
2015,Sep,Newry Mourne & Down,378
2015,Sep,Armagh City Banbridge & Craigavon,487
2015,Sep,Mid Ulster,236
2015,Sep,Fermanagh & Omagh,235
2015,Sep,Derry City & Strabane,416
2015,Sep,Causeway Coast & Glens,314
2015,Sep,Mid & East Antrim,334
2015,Sep,Antrim & Newtownabbey,425
2015,Sep,No Policing District Assigned,0
2015,Oct,Northern Ireland,6064
2015,Oct,Belfast City,1674
2015,Oct,Lisburn & Castlereagh City,380
2015,Oct,Ards & North Down,542
2015,Oct,Newry Mourne & Down,494
2015,Oct,Armagh City Banbridge & Craigavon,593
2015,Oct,Mid Ulster,381
2015,Oct,Fermanagh & Omagh,233
2015,Oct,Derry City & Strabane,492
2015,Oct,Causeway Coast & Glens,408
2015,Oct,Mid & East Antrim,373
2015,Oct,Antrim & Newtownabbey,494
2015,Oct,No Policing District Assigned,0
2015,Nov,Northern Ireland,3991
2015,Nov,Belfast City,1211
2015,Nov,Lisburn & Castlereagh City,242
2015,Nov,Ards & North Down,316
2015,Nov,Newry Mourne & Down,313
2015,Nov,Armagh City Banbridge & Craigavon,419
2015,Nov,Mid Ulster,183
2015,Nov,Fermanagh & Omagh,214
2015,Nov,Derry City & Strabane,309
2015,Nov,Causeway Coast & Glens,252
2015,Nov,Mid & East Antrim,281
2015,Nov,Antrim & Newtownabbey,251
2015,Nov,No Policing District Assigned,0
2015,Dec,Northern Ireland,4312
2015,Dec,Belfast City,1392
2015,Dec,Lisburn & Castlereagh City,270
2015,Dec,Ards & North Down,378
2015,Dec,Newry Mourne & Down,288
2015,Dec,Armagh City Banbridge & Craigavon,368
2015,Dec,Mid Ulster,197
2015,Dec,Fermanagh & Omagh,207
2015,Dec,Derry City & Strabane,330
2015,Dec,Causeway Coast & Glens,272
2015,Dec,Mid & East Antrim,303
2015,Dec,Antrim & Newtownabbey,307
2015,Dec,No Policing District Assigned,0
2016,Jan,Northern Ireland,4046
2016,Jan,Belfast City,1233
2016,Jan,Lisburn & Castlereagh City,268
2016,Jan,Ards & North Down,300
2016,Jan,Newry Mourne & Down,307
2016,Jan,Armagh City Banbridge & Craigavon,404
2016,Jan,Mid Ulster,202
2016,Jan,Fermanagh & Omagh,168
2016,Jan,Derry City & Strabane,365
2016,Jan,Causeway Coast & Glens,245
2016,Jan,Mid & East Antrim,269
2016,Jan,Antrim & Newtownabbey,285
2016,Jan,No Policing District Assigned,0
2016,Feb,Northern Ireland,4061
2016,Feb,Belfast City,1391
2016,Feb,Lisburn & Castlereagh City,241
2016,Feb,Ards & North Down,330
2016,Feb,Newry Mourne & Down,305
2016,Feb,Armagh City Banbridge & Craigavon,398
2016,Feb,Mid Ulster,164
2016,Feb,Fermanagh & Omagh,163
2016,Feb,Derry City & Strabane,334
2016,Feb,Causeway Coast & Glens,219
2016,Feb,Mid & East Antrim,271
2016,Feb,Antrim & Newtownabbey,245
2016,Feb,No Policing District Assigned,0
2016,Mar,Northern Ireland,5264
2016,Mar,Belfast City,1684
2016,Mar,Lisburn & Castlereagh City,299
2016,Mar,Ards & North Down,440
2016,Mar,Newry Mourne & Down,394
2016,Mar,Armagh City Banbridge & Craigavon,524
2016,Mar,Mid Ulster,232
2016,Mar,Fermanagh & Omagh,224
2016,Mar,Derry City & Strabane,422
2016,Mar,Causeway Coast & Glens,358
2016,Mar,Mid & East Antrim,303
2016,Mar,Antrim & Newtownabbey,384
2016,Mar,No Policing District Assigned,0
2016,Apr,Northern Ireland,4472
2016,Apr,Belfast City,1453
2016,Apr,Lisburn & Castlereagh City,246
2016,Apr,Ards & North Down,447
2016,Apr,Newry Mourne & Down,329
2016,Apr,Armagh City Banbridge & Craigavon,423
2016,Apr,Mid Ulster,196
2016,Apr,Fermanagh & Omagh,180
2016,Apr,Derry City & Strabane,343
2016,Apr,Causeway Coast & Glens,274
2016,Apr,Mid & East Antrim,271
2016,Apr,Antrim & Newtownabbey,310
2016,Apr,No Policing District Assigned,0
2016,May,Northern Ireland,5366
2016,May,Belfast City,1675
2016,May,Lisburn & Castlereagh City,340
2016,May,Ards & North Down,479
2016,May,Newry Mourne & Down,423
2016,May,Armagh City Banbridge & Craigavon,550
2016,May,Mid Ulster,222
2016,May,Fermanagh & Omagh,229
2016,May,Derry City & Strabane,410
2016,May,Causeway Coast & Glens,357
2016,May,Mid & East Antrim,327
2016,May,Antrim & Newtownabbey,354
2016,May,No Policing District Assigned,0
2016,Jun,Northern Ireland,5452
2016,Jun,Belfast City,1643
2016,Jun,Lisburn & Castlereagh City,266
2016,Jun,Ards & North Down,469
2016,Jun,Newry Mourne & Down,435
2016,Jun,Armagh City Banbridge & Craigavon,613
2016,Jun,Mid Ulster,258
2016,Jun,Fermanagh & Omagh,231
2016,Jun,Derry City & Strabane,452
2016,Jun,Causeway Coast & Glens,371
2016,Jun,Mid & East Antrim,368
2016,Jun,Antrim & Newtownabbey,346
2016,Jun,No Policing District Assigned,0
2016,Jul,Northern Ireland,5641
2016,Jul,Belfast City,1713
2016,Jul,Lisburn & Castlereagh City,276
2016,Jul,Ards & North Down,473
2016,Jul,Newry Mourne & Down,461
2016,Jul,Armagh City Banbridge & Craigavon,595
2016,Jul,Mid Ulster,243
2016,Jul,Fermanagh & Omagh,267
2016,Jul,Derry City & Strabane,459
2016,Jul,Causeway Coast & Glens,418
2016,Jul,Mid & East Antrim,376
2016,Jul,Antrim & Newtownabbey,360
2016,Jul,No Policing District Assigned,0
2016,Aug,Northern Ireland,5885
2016,Aug,Belfast City,1720
2016,Aug,Lisburn & Castlereagh City,313
2016,Aug,Ards & North Down,542
2016,Aug,Newry Mourne & Down,527
2016,Aug,Armagh City Banbridge & Craigavon,531
2016,Aug,Mid Ulster,226
2016,Aug,Fermanagh & Omagh,271
2016,Aug,Derry City & Strabane,510
2016,Aug,Causeway Coast & Glens,451
2016,Aug,Mid & East Antrim,425
2016,Aug,Antrim & Newtownabbey,369
2016,Aug,No Policing District Assigned,0
2016,Sep,Northern Ireland,5238
2016,Sep,Belfast City,1635
2016,Sep,Lisburn & Castlereagh City,238
2016,Sep,Ards & North Down,459
2016,Sep,Newry Mourne & Down,433
2016,Sep,Armagh City Banbridge & Craigavon,519
2016,Sep,Mid Ulster,272
2016,Sep,Fermanagh & Omagh,183
2016,Sep,Derry City & Strabane,403
2016,Sep,Causeway Coast & Glens,361
2016,Sep,Mid & East Antrim,369
2016,Sep,Antrim & Newtownabbey,366
2016,Sep,No Policing District Assigned,0
2016,Oct,Northern Ireland,5840
2016,Oct,Belfast City,1530
2016,Oct,Lisburn & Castlereagh City,330
2016,Oct,Ards & North Down,516
2016,Oct,Newry Mourne & Down,512
2016,Oct,Armagh City Banbridge & Craigavon,619
2016,Oct,Mid Ulster,373
2016,Oct,Fermanagh & Omagh,253
2016,Oct,Derry City & Strabane,462
2016,Oct,Causeway Coast & Glens,389
2016,Oct,Mid & East Antrim,427
2016,Oct,Antrim & Newtownabbey,429
2016,Oct,No Policing District Assigned,0
2016,Nov,Northern Ireland,3952
2016,Nov,Belfast City,1185
2016,Nov,Lisburn & Castlereagh City,233
2016,Nov,Ards & North Down,315
2016,Nov,Newry Mourne & Down,301
2016,Nov,Armagh City Banbridge & Craigavon,419
2016,Nov,Mid Ulster,183
2016,Nov,Fermanagh & Omagh,162
2016,Nov,Derry City & Strabane,327
2016,Nov,Causeway Coast & Glens,225
2016,Nov,Mid & East Antrim,316
2016,Nov,Antrim & Newtownabbey,286
2016,Nov,No Policing District Assigned,0
2016,Dec,Northern Ireland,4437
2016,Dec,Belfast City,1320
2016,Dec,Lisburn & Castlereagh City,224
2016,Dec,Ards & North Down,414
2016,Dec,Newry Mourne & Down,361
2016,Dec,Armagh City Banbridge & Craigavon,475
2016,Dec,Mid Ulster,244
2016,Dec,Fermanagh & Omagh,214
2016,Dec,Derry City & Strabane,316
2016,Dec,Causeway Coast & Glens,260
2016,Dec,Mid & East Antrim,298
2016,Dec,Antrim & Newtownabbey,311
2016,Dec,No Policing District Assigned,0
2017,Jan,Northern Ireland,4240
2017,Jan,Belfast City,1170
2017,Jan,Lisburn & Castlereagh City,274
2017,Jan,Ards & North Down,326
2017,Jan,Newry Mourne & Down,318
2017,Jan,Armagh City Banbridge & Craigavon,462
2017,Jan,Mid Ulster,211
2017,Jan,Fermanagh & Omagh,178
2017,Jan,Derry City & Strabane,380
2017,Jan,Causeway Coast & Glens,268
2017,Jan,Mid & East Antrim,345
2017,Jan,Antrim & Newtownabbey,308
2017,Jan,No Policing District Assigned,0
2017,Feb,Northern Ireland,4244
2017,Feb,Belfast City,1286
2017,Feb,Lisburn & Castlereagh City,281
2017,Feb,Ards & North Down,322
2017,Feb,Newry Mourne & Down,310
2017,Feb,Armagh City Banbridge & Craigavon,454
2017,Feb,Mid Ulster,211
2017,Feb,Fermanagh & Omagh,147
2017,Feb,Derry City & Strabane,341
2017,Feb,Causeway Coast & Glens,293
2017,Feb,Mid & East Antrim,312
2017,Feb,Antrim & Newtownabbey,287
2017,Feb,No Policing District Assigned,0
2017,Mar,Northern Ireland,4936
2017,Mar,Belfast City,1528
2017,Mar,Lisburn & Castlereagh City,286
2017,Mar,Ards & North Down,383
2017,Mar,Newry Mourne & Down,413
2017,Mar,Armagh City Banbridge & Craigavon,448
2017,Mar,Mid Ulster,238
2017,Mar,Fermanagh & Omagh,225
2017,Mar,Derry City & Strabane,363
2017,Mar,Causeway Coast & Glens,374
2017,Mar,Mid & East Antrim,345
2017,Mar,Antrim & Newtownabbey,333
2017,Mar,No Policing District Assigned,0
2017,Apr,Northern Ireland,5433
2017,Apr,Belfast City,1528
2017,Apr,Lisburn & Castlereagh City,286
2017,Apr,Ards & North Down,609
2017,Apr,Newry Mourne & Down,414
2017,Apr,Armagh City Banbridge & Craigavon,573
2017,Apr,Mid Ulster,282
2017,Apr,Fermanagh & Omagh,214
2017,Apr,Derry City & Strabane,466
2017,Apr,Causeway Coast & Glens,380
2017,Apr,Mid & East Antrim,334
2017,Apr,Antrim & Newtownabbey,347
